X,Y,Z,Cost
238,272,457,42058
238,272,458,41022
238,272,459,40204
238,272,460,39752
238,272,461,40162
238,272,462,41450
238,272,463,42948
238,273,456,42538
238,273,457,41356
238,273,458,40334
238,273,459,39546
238,273,460,39586
238,273,461,40568
238,273,462,41864
238,273,463,43366
238,274,455,43300
238,274,456,42042
238,274,457,40870
238,274,458,39876
238,274,459,39714
238,274,460,40172
238,274,461,41162
238,274,462,42458
238,275,455,43120
238,275,456,41880
238,275,457,40720
238,275,458,40468
238,275,459,40520
238,275,460,40976
238,275,461,41970
238,275,462,43258
238,276,455,43316
238,276,456,42352
238,276,457,41860
238,276,458,41620
238,276,459,41658
238,276,460,42104
238,276,461,43090
238,277,457,43284
238,277,458,43034
238,277,459,43052
238,277,460,43478
239,270,459,43004
239,270,460,42492
239,270,461,42374
239,270,462,42446
239,270,463,42540
239,270,464,43080
239,271,458,42644
239,271,459,41788
239,271,460,41308
239,271,461,41228
239,271,462,41334
239,271,463,41460
239,271,464,43016
239,272,457,42718
239,272,458,41654
239,272,459,40824
239,272,460,40370
239,272,461,40324
239,272,462,40460
239,272,463,41510
239,272,464,43182
239,273,456,43320
239,273,457,42094
239,273,458,41044
239,273,459,40244
239,273,460,39824
239,273,461,39812
239,273,462,40388
239,273,463,41912
239,274,456,42872
239,274,457,41656
239,274,458,40634
239,274,459,39866
239,274,460,39480
239,274,461,39646
239,274,462,40954
239,274,463,42470
239,275,456,42750
239,275,457,41546
239,275,458,40542
239,275,459,39796
239,275,460,39446
239,275,461,40436
239,275,462,41736
239,275,463,43242
239,276,456,42990
239,276,457,41810
239,276,458,40818
239,276,459,40120
239,276,460,40544
239,276,461,41524
239,276,462,42814
239,277,456,43496
239,277,457,42348
239,277,458,41500
239,277,459,41484
239,277,460,41886
239,277,461,42844
239,278,457,43446
239,278,458,43138
239,278,459,43102
239,278,460,43476
240,270,460,43136
240,270,461,43020
240,270,462,43096
240,270,463,43196
240,270,464,43296
240,271,458,43408
240,271,459,42544
240,271,460,42066
240,271,461,41988
240,271,462,42098
240,271,463,42230
240,271,464,42356
240,272,458,42516
240,272,459,41676
240,272,460,41224
240,272,461,41182
240,272,462,41324
240,272,463,41484
240,272,464,41932
240,273,457,43032
240,273,458,41966
240,273,459,41156
240,273,460,40738
240,273,461,40732
240,273,462,40912
240,273,463,41106
240,273,464,42302
240,274,457,42594
240,274,458,41556
240,274,459,40778
240,274,460,40394
240,274,461,40426
240,274,462,40638
240,274,463,41128
240,274,464,42808
240,275,457,42476
240,275,458,41456
240,275,459,40700
240,275,460,40340
240,275,461,40402
240,275,462,40638
240,275,463,41856
240,276,457,42730
240,276,458,41722
240,276,459,40978
240,276,460,40634
240,276,461,40716
240,276,462,41364
240,276,463,42870
240,277,457,43264
240,277,458,42272
240,277,459,41534
240,277,460,41196
240,277,461,41350
240,277,462,42612
240,278,458,43080
240,278,459,42350
240,278,460,42010
240,278,461,42864
240,279,459,43384
241,271,459,43396
241,271,460,42908
241,271,461,42822
241,271,462,42930
241,271,463,43058
241,271,464,43186
241,271,465,43268
241,272,458,43454
241,272,459,42604
241,272,460,42142
241,272,461,42092
241,272,462,42234
241,272,463,42394
241,272,464,42544
241,272,465,42718
241,273,458,42924
241,273,459,42102
241,273,460,41674
241,273,461,41664
241,273,462,41848
241,273,463,42044
241,273,464,42214
241,273,465,43066
241,274,458,42506
241,274,459,41716
241,274,460,41324
241,274,461,41354
241,274,462,41574
241,274,463,41800
241,274,464,41998
241,275,457,43414
241,275,458,42390
241,275,459,41622
241,275,460,41256
241,275,461,41318
241,275,462,41566
241,275,463,41818
241,275,464,42378
241,276,458,42628
241,276,459,41874
241,276,460,41526
241,276,461,41610
241,276,462,41878
241,276,463,42140
241,276,464,43310
241,277,458,43150
241,277,459,42402
241,277,460,42060
241,277,461,42150
241,277,462,42408
241,277,463,42828
241,278,459,43180
241,278,460,42836
241,278,461,42906
241,278,462,43138
242,272,459,43490
242,272,460,43016
242,272,461,42958
242,272,462,43090
242,272,463,43240
242,272,464,43376
242,272,465,43446
242,273,459,42990
242,273,460,42552
242,273,461,42536
242,273,462,42714
242,273,463,42904
242,273,464,43064
242,273,465,43144
242,274,458,43392
242,274,459,42588
242,274,460,42188
242,274,461,42216
242,274,462,42434
242,274,463,42656
242,274,464,42846
242,274,465,42946
242,275,458,43262
242,275,459,42482
242,275,460,42110
242,275,461,42172
242,275,462,42420
242,275,463,42670
242,275,464,42874
242,275,465,43192
242,276,458,43474
242,276,459,42708
242,276,460,42354
242,276,461,42438
242,276,462,42706
242,276,463,42968
242,276,464,43156
242,277,459,43204
242,277,460,42856
242,277,461,42946
242,277,462,43204
242,277,463,43456
243,273,460,43436
243,273,461,43414
243,274,459,43452
243,274,460,43050
243,274,461,43074
243,274,462,43278
243,274,463,43484
243,275,459,43328
243,275,460,42954
243,275,461,43014
243,275,462,43250
243,275,463,43486
243,276,460,43172
243,276,461,43254
