X,Y,Z,Cost
438,477,160,42180
438,477,161,41794
438,477,162,41652
438,477,163,41928
438,477,164,42698
438,478,160,43268
438,478,161,42838
438,478,162,42646
438,478,163,42864
439,471,155,43408
439,471,156,42668
439,471,157,42882
439,471,158,43308
439,472,155,43324
439,472,156,42212
439,472,157,42110
439,472,158,42536
439,472,159,42878
439,472,160,43038
439,472,161,43070
439,472,162,43056
439,472,163,43114
439,472,164,43330
439,473,155,43446
439,473,156,42286
439,473,157,41422
439,473,158,41832
439,473,159,42152
439,473,160,42300
439,473,161,42322
439,473,162,42296
439,473,163,42354
439,473,164,42580
439,473,165,42920
439,474,156,42598
439,474,157,41598
439,474,158,41170
439,474,159,41464
439,474,160,41588
439,474,161,41590
439,474,162,41550
439,474,163,41604
439,474,164,41832
439,474,165,42324
439,475,156,43146
439,475,157,42088
439,475,158,41272
439,475,159,40826
439,475,160,40922
439,475,161,40900
439,475,162,40852
439,475,163,40894
439,475,164,41140
439,475,165,42380
439,476,157,42804
439,476,158,41932
439,476,159,41240
439,476,160,40726
439,476,161,40376
439,476,162,40284
439,476,163,40620
439,476,164,41442
439,476,165,42632
439,477,158,42840
439,477,159,42094
439,477,160,41532
439,477,161,41134
439,477,162,40994
439,477,163,41270
439,477,164,42028
439,477,165,43158
439,478,159,43204
439,478,160,42598
439,478,161,42160
439,478,162,41974
439,478,163,42196
439,478,164,42892
439,479,161,43458
439,479,162,43236
439,479,163,43410
440,470,156,43362
440,471,156,42524
440,471,157,42744
440,471,158,43154
440,471,159,43472
440,472,155,43398
440,472,156,42260
440,472,157,41950
440,472,158,42360
440,472,159,42674
440,472,160,42810
440,472,161,42850
440,472,162,42866
440,472,163,42954
440,472,164,43200
440,473,155,43424
440,473,156,42238
440,473,157,41268
440,473,158,41640
440,473,159,41934
440,473,160,42060
440,473,161,42092
440,473,162,42096
440,473,163,42184
440,473,164,42440
440,473,165,42830
440,474,156,42442
440,474,157,41422
440,474,158,40950
440,474,159,41220
440,474,160,41324
440,474,161,41338
440,474,162,41330
440,474,163,41414
440,474,164,41672
440,474,165,42070
440,474,166,43480
440,475,156,42910
440,475,157,41832
440,475,158,40996
440,475,159,40586
440,475,160,40664
440,475,161,40656
440,475,162,40642
440,475,163,40716
440,475,164,40974
440,475,165,41998
440,475,166,43438
440,476,157,42486
440,476,158,41596
440,476,159,40890
440,476,160,40358
440,476,161,40100
440,476,162,40072
440,476,163,40236
440,476,164,41040
440,476,165,42210
440,477,157,43408
440,477,158,42462
440,477,159,41704
440,477,160,41128
440,477,161,40728
440,477,162,40592
440,477,163,40862
440,477,164,41606
440,477,165,42718
440,478,159,42794
440,478,160,42176
440,478,161,41738
440,478,162,41560
440,478,163,41780
440,478,164,42466
440,479,161,43032
440,479,162,42820
440,479,163,42994
441,470,156,43384
441,471,156,42904
441,471,157,42764
441,471,158,43152
441,471,159,43438
441,472,156,42608
441,472,157,41970
441,472,158,42360
441,472,159,42644
441,472,160,42760
441,472,161,42814
441,472,162,42850
441,472,163,42960
441,472,164,43232
441,473,156,42498
441,473,157,41506
441,473,158,41628
441,473,159,41894
441,473,160,42002
441,473,161,42050
441,473,162,42076
441,473,163,42186
441,473,164,42468
441,473,165,42898
441,474,156,42604
441,474,157,41562
441,474,158,40918
441,474,159,41162
441,474,160,41250
441,474,161,41282
441,474,162,41298
441,474,163,41406
441,474,164,41692
441,474,165,42130
441,474,166,43426
441,475,156,42998
441,475,157,41898
441,475,158,41042
441,475,159,40536
441,475,160,40600
441,475,161,40612
441,475,162,40624
441,475,163,40724
441,475,164,41012
441,475,165,41914
441,475,166,43326
441,476,157,42498
441,476,158,41590
441,476,159,40866
441,476,160,40318
441,476,161,40114
441,476,162,40116
441,476,163,40214
441,476,164,40950
441,476,165,42096
441,476,166,43468
441,477,157,43386
441,477,158,42424
441,477,159,41650
441,477,160,41060
441,477,161,40662
441,477,162,40522
441,477,163,40778
441,477,164,41504
441,477,165,42594
441,478,159,42720
441,478,160,42090
441,478,161,41656
441,478,162,41478
441,478,163,41688
441,478,164,42360
441,478,165,43390
441,479,160,43404
441,479,161,42940
441,479,162,42730
441,479,163,42896
442,471,157,42986
442,471,158,43344
442,472,156,43226
442,472,157,42256
442,472,158,42564
442,472,159,42820
442,472,160,42932
442,472,161,42998
442,472,162,43048
442,472,163,43176
442,472,164,43472
442,473,156,43052
442,473,157,42036
442,473,158,41844
442,473,159,42084
442,473,160,42190
442,473,161,42252
442,473,162,42294
442,473,163,42422
442,473,164,42728
442,473,165,43186
442,474,156,43082
442,474,157,42016
442,474,158,41196
442,474,159,41356
442,474,160,41444
442,474,161,41492
442,474,162,41526
442,474,163,41654
442,474,164,41966
442,474,165,42434
442,475,156,43418
442,475,157,42296
442,475,158,41418
442,475,159,40760
442,475,160,40826
442,475,161,40856
442,475,162,40888
442,475,163,41010
442,475,164,41326
442,475,165,42154
442,476,157,42852
442,476,158,41924
442,476,159,41180
442,476,160,40626
442,476,161,40426
442,476,162,40454
442,476,163,40576
442,476,164,41196
442,476,165,42316
442,477,158,42722
442,477,159,41930
442,477,160,41336
442,477,161,40938
442,477,162,40790
442,477,163,41028
442,477,164,41734
442,477,165,42800
442,478,159,42984
442,478,160,42352
442,478,161,41920
442,478,162,41738
442,478,163,41934
442,478,164,42590
442,479,161,43186
442,479,162,42974
442,479,163,43130
443,472,157,43142
443,472,158,42998
443,472,159,43244
443,472,160,43354
443,472,161,43426
443,472,162,43486
443,473,157,42866
443,473,158,42296
443,473,159,42528
443,473,160,42634
443,473,161,42704
443,473,162,42758
443,473,163,42896
443,473,164,43218
443,474,157,42792
443,474,158,41948
443,474,159,41838
443,474,160,41928
443,474,161,41986
443,474,162,42034
443,474,163,42174
443,474,164,42504
443,474,165,42996
443,475,157,43024
443,475,158,42126
443,475,159,41414
443,475,160,41360
443,475,161,41402
443,475,162,41450
443,475,163,41586
443,475,164,41922
443,475,165,42708
443,476,158,42592
443,476,159,41834
443,476,160,41270
443,476,161,41042
443,476,162,41090
443,476,163,41228
443,476,164,41758
443,476,165,42850
443,477,158,43352
443,477,159,42548
443,477,160,41948
443,477,161,41546
443,477,162,41384
443,477,163,41598
443,477,164,42280
443,477,165,43320
443,478,160,42944
443,478,161,42512
443,478,162,42320
443,478,163,42496
443,478,164,43132
444,473,158,43020
444,473,159,43082
444,473,160,43186
444,473,161,43260
444,473,162,43316
444,473,163,43460
444,474,158,42846
444,474,159,42436
444,474,160,42526
444,474,161,42590
444,474,162,42642
444,474,163,42790
444,474,164,43134
444,475,158,42986
444,475,159,42256
444,475,160,42016
444,475,161,42066
444,475,162,42120
444,475,163,42266
444,475,164,42618
444,475,165,43400
444,476,158,43408
444,476,159,42636
444,476,160,42058
444,476,161,41766
444,476,162,41822
444,476,163,41972
444,476,164,42448
444,477,159,43318
444,477,160,42708
444,477,161,42296
444,477,162,42118
444,477,163,42304
444,477,164,42956
444,478,161,43244
444,478,162,43040
444,478,163,43192
445,474,159,43178
445,474,160,43120
445,474,161,43188
445,474,162,43246
445,474,163,43396
445,475,159,43236
445,475,160,42678
445,475,161,42732
445,475,162,42794
445,475,163,42944
445,475,164,43316
445,476,160,42984
445,476,161,42582
445,476,162,42568
445,476,163,42724
445,476,164,43272
445,477,161,43178
445,477,162,42984
445,477,163,43138
446,475,161,43442
446,475,162,43484
446,476,162,43474
478,362,152,43490
478,363,151,43270
478,363,152,43108
478,363,153,43304
478,364,150,43482
478,364,151,43064
478,364,152,42896
478,364,153,43076
478,365,151,43166
478,365,152,42976
478,365,153,43132
478,366,151,43484
478,366,152,43258
478,366,153,43376
479,363,150,43436
479,363,151,43360
479,363,152,43314
479,363,153,43466
479,364,149,43386
479,364,150,42754
479,364,151,42488
479,364,152,42478
479,364,153,42674
479,364,154,43184
479,365,150,42944
479,365,151,42474
479,365,152,42240
479,365,153,42356
479,365,154,42892
479,366,150,43364
479,366,151,42864
479,366,152,42594
479,366,153,42670
479,366,154,43168
479,367,151,43424
479,367,152,43116
479,367,153,43132
480,364,149,43380
480,364,150,43406
480,364,151,43336
480,364,152,43300
480,364,153,43474
480,365,149,43194
480,365,150,42616
480,365,151,42566
480,365,152,42568
480,365,153,42782
480,365,154,43302
480,366,150,43010
480,366,151,42472
480,366,152,42164
480,366,153,42200
480,366,154,42662
480,367,151,43074
480,367,152,42728
480,367,153,42704
480,367,154,43102
480,368,152,43408
480,368,153,43322
481,366,150,42926
481,366,151,42806
481,366,152,42804
481,366,153,43008
481,367,151,43016
481,367,152,42632
481,367,153,42570
481,367,154,42940
481,368,152,43364
481,368,153,43240
482,367,151,43308
482,367,152,43236
482,367,153,43418
