X,Y,Z,Cost
196,281,240,43448
196,281,241,42928
196,281,242,42470
196,281,243,42870
197,280,242,43144
197,280,243,42892
197,280,244,42768
197,280,245,42742
197,281,241,43006
197,281,242,42520
197,281,243,42256
197,281,244,43014
197,282,240,43356
197,282,241,43316
198,280,242,43342
198,280,243,43048
198,280,244,42892
198,280,245,42842
198,280,246,43158
198,281,241,43184
198,281,242,42660
198,281,243,42360
198,281,244,42344
198,282,240,43266
198,282,241,42756
198,282,242,43018
199,280,243,43372
199,280,244,43178
199,280,245,43104
199,280,246,43068
199,281,242,42964
199,281,243,42622
199,281,244,42442
199,281,245,43126
199,282,241,42946
199,282,242,42670
199,282,243,43258
200,280,245,43476
200,280,246,43426
200,281,242,43400
200,281,243,43010
200,281,244,42794
200,281,245,42870
200,282,241,43388
200,282,242,42772
200,282,243,43036
201,281,244,43312
201,281,245,43202
201,282,242,43354
201,282,243,42998
