X,Y,Z,Cost
198,58,243,42920
198,58,244,41828
198,58,245,41092
198,58,246,41140
198,58,247,41498
198,58,248,41786
198,58,249,41920
198,58,250,42042
198,58,251,42100
198,58,252,42124
198,58,253,42780
198,59,242,43088
198,59,243,41710
198,59,244,40808
198,59,245,41236
198,59,246,41634
198,59,247,42010
198,59,248,42316
198,59,249,42466
198,59,250,42604
198,59,251,42678
198,59,252,42718
198,59,253,42648
198,59,254,42936
198,60,242,42174
198,60,243,41136
198,60,244,41428
198,60,245,41864
198,60,246,42272
198,60,247,42664
198,60,248,42986
198,60,249,43154
198,60,250,43310
198,60,251,43402
198,60,252,43462
198,60,253,43408
198,60,254,43378
198,61,241,43274
198,61,242,41888
198,61,243,41994
198,61,244,42306
198,61,245,42758
198,61,246,43178
198,62,241,43042
198,62,242,42844
198,62,243,43000
198,62,244,43348
199,56,246,43090
199,56,247,42752
199,56,248,42628
199,56,249,42676
199,56,250,42940
199,56,251,43392
199,57,244,42830
199,57,245,42052
199,57,246,41592
199,57,247,41906
199,57,248,42152
199,57,249,42230
199,57,250,42280
199,57,251,42234
199,57,252,42670
199,57,253,43442
199,58,243,42506
199,58,244,41392
199,58,245,41624
199,58,246,41992
199,58,247,42328
199,58,248,42594
199,58,249,42690
199,58,250,42758
199,58,251,42728
199,58,252,42654
199,58,253,42472
199,58,254,43346
199,59,242,42698
199,59,243,41400
199,59,244,41672
199,59,245,42086
199,59,246,42466
199,59,247,42820
199,59,248,43106
199,59,249,43220
199,59,250,43306
199,59,251,43292
199,59,252,43236
199,59,253,43074
199,59,254,42934
199,60,241,43444
199,60,242,41956
199,60,243,42002
199,60,244,42276
199,60,245,42698
199,60,246,43088
199,60,247,43458
199,61,241,42898
199,61,242,42762
199,61,243,42840
199,61,244,43134
200,56,245,43462
200,56,246,42896
200,56,247,42552
200,56,248,42562
200,56,249,42600
200,56,250,42736
200,56,251,43186
200,57,244,42638
200,57,245,42064
200,57,246,42408
200,57,247,42706
200,57,248,42940
200,57,249,43000
200,57,250,43018
200,57,251,42920
200,57,252,42754
200,57,253,43232
200,58,243,42312
200,58,244,42028
200,58,245,42414
200,58,246,42772
200,58,247,43092
200,58,248,43348
200,58,249,43428
200,58,250,43466
200,58,251,43386
200,58,252,43240
200,58,253,42970
200,58,254,43132
200,59,242,42522
200,59,243,42198
200,59,244,42452
200,59,245,42846
200,59,246,43216
200,59,254,43330
200,59,255,43482
200,60,241,43286
200,60,242,42740
200,60,243,42760
200,60,244,43016
200,60,245,43418
201,56,245,43432
201,56,246,42858
201,56,247,43084
201,56,248,43290
201,56,249,43328
201,56,250,43314
201,56,251,43174
201,57,244,42610
201,57,245,42776
201,57,246,43108
201,57,247,43400
201,57,252,43366
201,57,253,43180
201,58,243,42496
201,58,244,42724
201,58,245,43084
201,58,246,43430
201,58,253,43490
201,58,254,43180
201,59,242,42884
201,59,243,42876
201,59,244,43108
201,59,245,43476
201,59,255,43410
201,60,242,43394
201,60,243,43388
201,154,160,43370
202,56,246,43494
202,57,244,43110
202,57,245,43422
202,58,243,43180
202,58,244,43368
202,152,159,43442
202,153,159,43198
202,153,160,43274
202,154,160,43346
202,154,161,43434
203,152,159,43412
203,153,159,43208
203,153,160,43296
206,57,245,43206
206,57,246,43298
206,58,244,43100
206,58,245,43220
206,58,246,43394
206,58,253,43254
206,59,243,43278
206,59,244,43288
206,59,245,43416
206,59,254,43370
207,57,246,42976
207,57,247,42624
207,57,248,42844
207,57,249,42960
207,57,250,43030
207,57,251,43404
207,58,244,42984
207,58,245,42336
207,58,246,42490
207,58,247,42698
207,58,248,42940
207,58,249,43078
207,58,250,43174
207,58,251,43108
207,58,252,42870
207,59,243,42910
207,59,244,42394
207,59,245,42490
207,59,246,42656
207,59,247,42882
207,59,248,43144
207,59,249,43302
207,59,250,43422
207,59,251,43382
207,59,252,43170
207,59,253,42730
207,60,242,43396
207,60,243,42654
207,60,244,42634
207,60,245,42738
207,60,246,42914
207,60,247,43156
207,60,248,43436
207,60,253,43144
207,60,254,43130
207,61,242,43294
207,61,243,43106
207,61,244,43106
207,61,245,43226
207,61,246,43414
207,61,254,43358
208,57,246,43430
208,57,247,43052
208,57,248,42942
208,57,249,43052
208,57,250,43394
208,58,244,43432
208,58,245,42544
208,58,246,41954
208,58,247,41612
208,58,248,41760
208,58,249,41914
208,58,250,42076
208,58,251,42648
208,58,252,43366
208,59,243,43342
208,59,244,42130
208,59,245,41302
208,59,246,41448
208,59,247,41658
208,59,248,41922
208,59,249,42096
208,59,250,42250
208,59,251,42242
208,59,252,42352
208,59,253,43246
208,60,243,42296
208,60,244,41436
208,60,245,41510
208,60,246,41666
208,60,247,41892
208,60,248,42174
208,60,249,42370
208,60,250,42548
208,60,251,42566
208,60,252,42398
208,60,253,42532
208,61,242,43166
208,61,243,41888
208,61,244,41862
208,61,245,41952
208,61,246,42120
208,61,247,42362
208,61,248,42670
208,61,249,42890
208,61,250,43092
208,61,251,43136
208,61,252,42994
208,61,253,42612
208,61,254,43420
208,62,242,42870
208,62,243,42444
208,62,244,42454
208,62,245,42578
208,62,246,42774
208,62,247,43036
208,62,248,43370
208,62,253,43422
208,63,242,43266
208,63,243,43168
208,63,244,43228
208,63,245,43388
209,58,245,43124
209,58,246,42534
209,58,247,42206
209,58,248,42150
209,58,249,42326
209,58,250,42738
209,58,251,43332
209,59,244,42698
209,59,245,41840
209,59,246,41278
209,59,247,40982
209,59,248,40960
209,59,249,41172
209,59,250,41624
209,59,251,42262
209,59,252,43048
209,60,243,42844
209,60,244,41664
209,60,245,40830
209,60,246,40492
209,60,247,40718
209,60,248,41008
209,60,249,41224
209,60,250,41424
209,60,251,41462
209,60,252,42280
209,60,253,43236
209,61,243,42240
209,61,244,41090
209,61,245,40752
209,61,246,40900
209,61,247,41142
209,61,248,41458
209,61,249,41698
209,61,250,41922
209,61,251,41986
209,61,252,41960
209,61,253,42962
209,62,242,43404
209,62,243,41992
209,62,244,41226
209,62,245,41332
209,62,246,41508
209,62,247,41770
209,62,248,42112
209,62,249,42372
209,62,250,42618
209,62,251,42702
209,62,252,42600
209,62,253,43042
209,63,242,43388
209,63,243,42046
209,63,244,41956
209,63,245,42098
209,63,246,42312
209,63,247,42610
209,63,248,42988
209,63,249,43272
209,63,253,43440
209,64,243,42732
209,64,244,42844
209,64,245,43034
209,64,246,43292
210,58,246,43386
210,58,247,43086
210,58,248,43052
210,58,249,43252
210,59,245,42684
210,59,246,42128
210,59,247,41860
210,59,248,41860
210,59,249,42096
210,59,250,42568
210,59,251,43222
210,60,244,42492
210,60,245,41670
210,60,246,41140
210,60,247,40902
210,60,248,40934
210,60,249,41204
210,60,250,41712
210,60,251,42406
210,60,252,43250
210,61,243,43046
210,61,244,41916
210,61,245,41120
210,61,246,40616
210,61,247,40406
210,61,248,40468
210,61,249,40770
210,61,250,41312
210,61,251,42044
210,61,252,42928
210,62,243,42800
210,62,244,41704
210,62,245,40942
210,62,246,40468
210,62,247,40674
210,62,248,41016
210,62,249,41280
210,62,250,41526
210,62,251,42044
210,62,252,42966
210,63,243,42860
210,63,244,41808
210,63,245,41082
210,63,246,41168
210,63,247,41466
210,63,248,41846
210,63,249,42136
210,63,250,42410
210,63,251,42534
210,63,252,43332
210,64,243,43210
210,64,244,42222
210,64,245,41864
210,64,246,42108
210,64,247,42456
210,64,248,42892
210,64,249,43228
210,65,244,42906
210,65,245,42760
210,65,246,43064
210,65,247,43482
210,66,245,43356
211,59,246,43294
211,59,247,43040
211,59,248,43060
211,59,249,43316
211,60,245,42814
211,60,246,42308
211,60,247,42084
211,60,248,42136
211,60,249,42426
211,60,250,42952
211,61,244,43042
211,61,245,42266
211,61,246,41786
211,61,247,41590
211,61,248,41672
211,61,249,41994
211,61,250,42554
211,61,251,43298
211,62,244,42836
211,62,245,42094
211,62,246,41644
211,62,247,41476
211,62,248,41584
211,62,249,41934
211,62,250,42526
211,62,251,43304
211,63,244,42944
211,63,245,42238
211,63,246,41824
211,63,247,41688
211,63,248,41830
211,63,249,42208
211,63,250,42830
211,64,244,43362
211,64,245,42700
211,64,246,42326
211,64,247,42228
211,64,248,42408
211,64,249,42822
211,64,250,43474
211,65,245,43446
211,65,246,43122
211,65,247,43078
211,65,248,43300
212,61,246,43226
212,61,247,43050
212,61,248,43144
212,61,249,43482
212,62,246,43090
212,62,247,42942
212,62,248,43062
212,62,249,43428
212,63,246,43272
212,63,247,43156
212,63,248,43310
