X,Y,Z,Cost
445,280,461,43142
445,280,462,43166
445,281,462,42730
445,281,463,43110
445,282,462,43268
445,282,463,42586
445,282,464,43040
445,283,463,43082
445,283,464,42482
445,283,465,42910
445,283,466,43436
445,284,464,43216
445,284,465,42558
445,284,466,42898
445,284,467,43424
445,285,466,43232
445,285,467,43094
445,285,468,43460
446,270,464,43430
446,270,465,43126
446,271,462,43368
446,271,463,42544
446,271,464,41882
446,271,465,42784
446,272,461,43220
446,272,462,42194
446,272,463,41356
446,272,464,41706
446,272,465,42716
446,273,461,42374
446,273,462,41322
446,273,463,41028
446,273,464,41936
446,273,465,42896
446,274,460,43094
446,274,461,41890
446,274,462,40828
446,274,463,41546
446,274,464,42398
446,274,465,43296
446,275,460,43046
446,275,461,41842
446,275,462,41650
446,275,463,42314
446,275,464,43098
446,276,460,43254
446,276,461,42046
446,276,462,42380
446,276,463,42990
446,277,461,42384
446,277,462,42830
446,277,463,43394
446,278,461,42758
446,278,462,43028
446,279,461,43232
446,279,462,42988
446,279,463,43470
446,280,462,42694
446,280,463,43136
446,281,462,43186
446,281,463,42608
446,281,464,43140
446,282,463,42926
446,282,464,42530
446,282,465,43044
446,283,464,42934
446,283,465,42402
446,283,466,42956
446,284,465,43270
446,284,466,42948
446,284,467,42962
447,271,464,43096
447,271,465,42970
447,272,462,43314
447,272,463,42506
447,272,464,41862
447,272,465,42840
447,273,461,43410
447,273,462,42396
447,273,463,41574
447,273,464,41990
447,273,465,42958
447,274,461,42870
447,274,462,41844
447,274,463,41554
447,274,464,42400
447,274,465,43310
447,275,461,42754
447,275,462,41732
447,275,463,42266
447,275,464,43048
447,276,461,42884
447,276,462,42238
447,276,463,42860
447,277,461,43144
447,277,462,42614
447,277,463,43194
447,278,461,43490
447,278,462,42752
447,278,463,43290
447,279,462,42896
447,279,463,43156
447,280,462,43342
447,280,463,42778
447,280,464,43370
447,281,463,43006
447,281,464,42766
447,281,465,43362
447,282,464,42932
447,282,465,42668
447,282,466,43308
447,283,465,43144
447,283,466,42912
447,283,467,43218
448,272,464,43160
448,272,465,43056
448,273,463,42796
448,273,464,42194
448,273,465,43124
448,274,462,42952
448,274,463,42176
448,274,464,42490
448,274,465,43412
448,275,462,42766
448,275,463,42272
448,275,464,43072
448,276,462,42840
448,276,463,42804
448,277,462,43052
448,277,463,43078
448,278,462,43338
448,278,463,43110
448,279,463,42932
448,280,463,43334
448,280,464,43110
448,281,464,43194
448,281,465,43084
448,282,465,43322
448,282,466,43174
449,273,465,43346
449,274,463,43476
449,274,464,42928
449,275,463,43246
449,275,464,43184
449,276,463,43274
449,277,463,43442
449,279,464,43472
